City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
412,santa elena de uairen,4.6167,-61.1333,30.610000000000014,33,100,3.36,VE,1707059937
413,pacific grove,36.6177,-121.9166,14.160000000000025,84,100,5.81,US,1707059938
414,raja,8.4596,25.678,32.360000000000014,13,93,3.63,SS,1707059939
415,timimoun,29.2639,0.231,19.210000000000036,32,0,7.2,DZ,1707059940
416,eydhafushi,5.1033,73.0708,27.970000000000027,77,99,8.31,MV,1707059940
417,sitia,35.2,26.0986,16.100000000000023,62,6,5.16,GR,1707059941
418,nizhneudinsk,54.9076,99.0276,-15.649999999999977,95,46,1.87,RU,1707059942
419,itoman,26.1247,127.6694,24.430000000000007,92,75,10.8,JP,1707059943
420,nyurba,63.2842,118.3319,-31.589999999999975,100,51,1.81,RU,1707059944
421,kaoma,-14.7833,24.8,26.950000000000045,60,94,2.81,ZM,1707059945
422,tual,-5.6667,132.75,29.0,76,100,5.54,ID,1707059945
423,mugia,43.1041,-9.2179,17.730000000000018,73,10,2.97,ES,1707059946
424,srivardhan,18.0333,73.0167,24.930000000000007,69,0,2.08,IN,1707059947
425,zeya,53.75,127.2667,-24.72999999999999,98,7,1.42,RU,1707059948
426,belmonte,-15.8631,-38.8828,28.960000000000036,65,42,3.6,BR,1707059949
427,severnoye,56.3491,78.3619,-1.67999999999995,90,100,7.6,RU,1707059949
428,talakan,50.3167,130.3667,-28.23999999999998,100,63,0.76,RU,1707059950
429,selfoss,63.9331,-20.9971,-9.979999999999961,81,4,2.92,IS,1707059951
430,rahuri,19.3833,74.65,26.910000000000025,28,0,3.13,IN,1707059952
431,swellendam,-34.0226,20.4417,31.680000000000007,45,1,5.5,ZA,1707059952
432,chimbote,-9.0853,-78.5783,26.140000000000043,71,100,1.94,PE,1707059657
433,mogocha,53.7333,119.7667,-28.289999999999964,100,6,1.29,RU,1707059954
434,chiavenna,46.3216,9.3986,17.29000000000002,59,12,3.95,IT,1707059955
435,guatrache,-37.6678,-63.5302,24.82000000000005,17,69,5.0,AR,1707059955
436,laguna,38.421,-121.4238,10.520000000000039,94,100,2.57,US,1707059956
437,murray bridge,-35.1167,139.2667,18.400000000000034,82,67,7.18,AU,1707059957
438,kiunga,-6.1219,141.2906,23.720000000000027,99,100,0.92,PG,1707059958
439,edd,13.9297,41.6925,25.25,75,72,3.74,ER,1707059959
440,kingston,17.997,-76.7936,27.910000000000025,73,40,4.63,JM,1707059958
441,soio,-6.1349,12.3689,29.30000000000001,71,65,4.51,AO,1707059960
442,redland,39.1454,-77.1442,6.439999999999998,54,0,2.57,US,1707059961
443,geraldton,-28.7667,114.6,19.230000000000018,68,3,10.8,AU,1707059962
444,milledgeville,33.0801,-83.2321,8.710000000000036,70,100,6.17,US,1707059664
445,rio claro,-22.4114,-47.5614,26.890000000000043,63,100,0.46,BR,1707059964
446,la gi,10.6667,107.7833,24.100000000000023,94,79,3.81,VN,1707059965
447,nadi,-17.8,177.4167,24.0,94,20,2.06,FJ,1707059966
448,fortuna,40.5982,-124.1573,7.420000000000016,92,100,6.17,US,1707059966
449,vila do maio,15.1333,-23.2167,28.439999999999998,63,0,6.07,CV,1707059967
450,peterborough,52.5736,-0.2478,13.879999999999995,87,100,7.2,GB,1707059702
451,codrington,-38.2667,141.9667,16.689999999999998,95,92,6.06,AU,1707059969
452,port saint john's,-31.6229,29.5448,27.28000000000003,75,100,8.29,ZA,1707059970
453,prince rupert,54.3161,-130.3201,1.830000000000041,93,0,2.57,CA,1707059971
454,zabol,32.25,67.25,0.4900000000000091,51,0,6.47,AF,1707059972
455,nkowakowa,-23.8878,30.2871,30.5,42,40,1.35,ZA,1707059973
456,manta,-0.95,-80.7333,28.879999999999995,83,40,5.81,EC,1707059973
457,bodden town,19.2833,-81.25,27.77000000000004,85,40,5.14,KY,1707059975
458,corn island,12.1694,-83.0418,26.5,82,24,5.26,NI,1707059976
459,marsh harbour,26.5412,-77.0636,22.340000000000032,61,66,7.63,BS,1707059977
460,san antonio de pale,-1.4014,5.6325,28.120000000000005,74,28,1.66,GQ,1707059977
461,lethem,3.3803,-59.7968,35.110000000000014,38,31,5.32,GY,1707059978
462,syanno,54.8106,29.7069,0.4900000000000091,81,65,6.71,BY,1707059979
463,grand falls-windsor,48.9332,-55.6649,-1.3899999999999864,93,100,2.68,CA,1707059980
464,nishinoomote,30.7333,131.0,19.090000000000032,86,100,6.24,JP,1707059981
465,jardim,-21.4803,-56.1381,34.39000000000004,35,4,3.22,BR,1707059961
466,funafuti,-8.5243,179.1942,27.0,94,100,7.2,TV,1707059982
467,thunder bay,48.4001,-89.3168,-7.009999999999991,93,0,2.06,CA,1707059829
468,benemerito de las americas,16.5167,-90.6439,25.670000000000016,67,22,0.57,MX,1707059984
469,katsuren-haebaru,26.3369,127.8719,24.430000000000007,88,40,6.69,JP,1707059985
470,galliano,29.4422,-90.2992,16.110000000000014,81,0,2.04,US,1707059986
471,taos,36.4072,-105.5731,-3.579999999999984,82,0,2.68,US,1707059840
472,general acha,-37.377,-64.6043,26.80000000000001,14,37,7.21,AR,1707059988
473,rybinsk,58.0446,38.8426,-7.599999999999966,97,98,2.68,RU,1707059988
474,coquimbo,-29.9533,-71.3436,19.850000000000023,82,100,4.12,CL,1707059989
475,dabakala,8.3667,-4.4333,37.53000000000003,10,62,2.19,CI,1707059990
476,hailin,44.5833,129.4167,-23.309999999999974,98,7,0.84,CN,1707059991
477,tianchang,37.9981,114.0156,-3.849999999999966,87,100,1.01,CN,1707059991
478,tan-tan,28.438,-11.1032,24.970000000000027,15,100,10.29,MA,1707059992
479,tuy hoa,13.0833,109.3,22.660000000000025,94,75,0.53,VN,1707059993
480,chatillon-sur-seine,47.8585,4.5738,7.7000000000000455,82,98,3.85,FR,1707059994
481,prineville,44.2999,-120.8345,-1.0499999999999545,86,0,2.57,US,1707059994
482,solnechnyy,50.7214,136.6319,-27.20999999999998,99,24,1.38,RU,1707059995
483,cidade velha,14.9167,-23.6167,28.260000000000048,47,0,8.23,CV,1707059996
484,zheleznodorozhnyy,55.7503,38.0042,1.1000000000000227,92,94,3.13,RU,1707059997
485,ibb,13.9667,44.1833,18.730000000000018,59,94,2.52,YE,1707059997
486,koidu,8.4167,-10.8333,36.89000000000004,17,88,1.85,SL,1707059998
487,kangaba,11.9333,-8.4167,36.49000000000001,8,22,2.47,ML,1707059999
488,kotma,23.2,81.9667,19.210000000000036,52,15,2.62,IN,1707060000
489,altentreptow,53.6833,13.25,7.060000000000002,78,100,9.88,DE,1707060001
490,tisul',55.7611,88.3122,-3.2099999999999795,80,100,5.87,RU,1707060002
491,borzya,50.3833,116.5167,-25.24999999999997,94,100,1.48,RU,1707060003
492,cuatro cienegas de carranza,26.9833,-102.0833,13.670000000000016,27,0,4.24,MX,1707060004
493,amargosa,-13.0303,-39.6047,31.670000000000016,41,13,3.47,BR,1707060005
494,road town,18.4167,-64.6167,28.02000000000004,65,40,2.57,VG,1707060006
495,morant bay,17.8815,-76.4093,27.79000000000002,69,13,4.32,JM,1707060006
496,yatou,37.15,122.3833,0.010000000000047748,93,100,4.92,CN,1707060007
497,cova figueira,14.8905,-24.2934,22.590000000000032,66,0,6.0,CV,1707060008
498,el porvenir,13.7617,-87.3458,26.629999999999995,63,14,1.63,HN,1707060009
499,dondo,-19.6094,34.7431,30.730000000000018,71,46,3.04,MZ,1707060010
500,koani,-6.1333,39.2833,28.640000000000043,73,69,4.93,TZ,1707060011
501,koksan,38.7819,126.6664,-0.7599999999999909,81,100,2.9,KP,1707060011
502,dalyellup,-33.3986,115.6168,14.430000000000007,63,0,5.45,AU,1707060012
503,inirida,3.8653,-67.9239,28.27000000000004,70,100,0.72,CO,1707060013
504,flying fish cove,-10.4217,105.6791,24.82000000000005,100,75,0.51,CX,1707060014
505,murashi,59.3999,48.9615,-12.399999999999977,97,100,3.66,RU,1707060014
506,weno,7.4515,151.8468,27.970000000000027,89,100,4.12,FM,1707060015
507,ingeniero jacobacci,-41.3427,-69.5448,24.32000000000005,16,60,9.6,AR,1707060016
508,yuyao,30.05,121.1494,4.8700000000000045,91,100,6.77,CN,1707060017
509,argo,37.6333,22.7333,15.439999999999998,53,11,0.99,GR,1707060018
510,lesosibirsk,58.2358,92.4828,-10.049999999999955,97,100,1.9,RU,1707060018
511,massawa,15.6097,39.45,24.850000000000023,68,57,2.7,ER,1707060019
512,mournies,35.4764,24.0092,14.350000000000023,72,20,5.14,GR,1707060021
513,igrim,63.1906,64.4162,-22.109999999999985,100,69,2.42,RU,1707060021
514,ylivieska,64.0833,24.55,-2.839999999999975,95,100,3.22,FI,1707059853
515,labrador city,52.9463,-66.9114,-17.049999999999955,60,75,0.0,CA,1707060023
516,sultanah,24.4926,39.5857,22.25,11,0,5.14,SA,1707060024
517,betim,-19.9678,-44.1983,29.480000000000018,62,100,1.77,BR,1707060025
518,berdigestyakh,62.0989,126.6992,-33.65999999999997,100,89,0.95,RU,1707060026
519,ouargla,31.9493,5.325,18.04000000000002,36,0,3.6,DZ,1707060027
520,luchegorsk,46.4764,134.2569,-21.75999999999999,100,99,1.53,RU,1707060028
521,smolensk,55.0,33.0,-0.12000000000000455,84,100,5.56,RU,1707060030
522,al kharijah,25.4514,30.5464,17.140000000000043,20,0,4.74,EG,1707059777
523,bartica,6.4,-58.6167,31.180000000000007,58,100,1.44,GY,1707060032
524,thinadhoo,0.5333,72.9333,28.310000000000002,79,100,5.99,MV,1707060033
525,hanceville,34.0607,-86.7675,8.950000000000045,81,100,6.18,US,1707060033
526,yulinshi,38.2906,109.7494,-5.6200000000000045,96,56,3.59,CN,1707060035
527,torrington,41.8007,-73.1212,2.4700000000000273,64,1,2.68,US,1707060036
528,yemetsk,63.4721,41.7941,-10.409999999999968,92,94,3.74,RU,1707060037
529,sax,38.5373,-0.8178,17.03000000000003,28,6,1.48,ES,1707060038
530,ugoofaaru,5.6667,73.0,27.78000000000003,77,100,5.92,MV,1707060039
